pmid,cancer_type
24162260,Bone Cancer
24162260,Breast Cancer
24162260,Prostate Cancer
24162260,Multiple Myeloma
24162813,Bone Cancer
24162813,Parathyroid Cancer
24162813,Leukemia
24162813,Acute Myeloid Leukemia (AML)
24162813,Chronic Myelogenous Leukemia (CML)
24163127,Bladder Cancer
24163235,Breast Cancer
24163374,Colorectal Cancer
24165578,Breast Cancer
24165726,Prostate Cancer
24166051,Leukemia
24166051,Acute Myeloid Leukemia (AML)
24166217,Breast Cancer
24166217,Cervical Cancer
24166217,Prostate Cancer
24166217,Colorectal Cancer
24166348,Ovarian Cancer
24166903,Skin Cancer
24166903,Lung Cancer
24166906,Lung Cancer
24166930,Breast Cancer
24167321,Brain Tumor
24167362,Gallbladder Cancer
24168094,Leukemia
24168094,Acute Myeloid Leukemia (AML)
24168492,Colorectal Cancer
24168499,Gastric Cancer
24168499,Pancreatic Cancer
24169495,Prostate Cancer
24170679,Prostate Cancer
24170769,Kidney Cancer
24170769,Liver Cancer
24170770,Colorectal Cancer
24171516,Lymphoma
24172097,Ovarian Cancer
24172099,Endometrial Cancer
24173207,Colorectal Cancer
24173207,Liver Cancer
24173541,Breast Cancer
24173541,Lung Cancer
24173543,Bone Cancer
24173543,Head and Neck Cancer
24173967,Colorectal Cancer
24174654,Rectal Cancer
24174654,Colorectal Cancer
24175903,Breast Cancer
24176518,Breast Cancer
24176733,Lung Cancer
24176733,Lymphoma
24177031,Sarcoma
24177031,Colorectal Cancer
24178622,Skin Cancer
24178622,Leukemia
24178953,Osteosarcoma
24182896,Head and Neck Cancer
24182896,Lung Cancer
24182970,Bladder Cancer
24183681,Leukemia
24183681,Acute Myeloid Leukemia (AML)
24183729,Ovarian Cancer
24184025,Kidney Cancer
24185007,Melanoma
24185441,Brain Tumor
24185509,Gallbladder Cancer
24185510,Breast Cancer
24185510,Endometrial Cancer
24185512,Breast Cancer
24185914,Bone Cancer
24185914,Prostate Cancer
24186133,Lung Cancer
24188089,Breast Cancer
24188259,Prostate Cancer
24188260,Prostate Cancer
24188262,Bone Cancer
24188262,Prostate Cancer
24188664,Melanoma
24188686,Colorectal Cancer
24188687,Colorectal Cancer
24188993,Cervical Cancer
24188993,Bladder Cancer
24188993,Rectal Cancer
24189068,Retinoblastoma
24189068,Lymphoma
24189270,Breast Cancer
24189460,Pancreatic Cancer
24189513,Lung Cancer
24190013,Ovarian Cancer
24190111,Melanoma
24190124,Brain Tumor
24190124,Leukemia
24190124,Acute Lymphoblastic Leukemia (ALL)
24190505,Bone Cancer
24190505,Sarcoma
24190505,Osteosarcoma
24190507,Liver Cancer
24190702,Kidney Cancer
24190760,Head and Neck Cancer
24192606,Rectal Cancer
24192606,Colorectal Cancer
24197661,Brain Tumor
24197661,Breast Cancer
24197760,Esophageal Cancer
24199702,Esophageal Cancer
24199704,Cervical Cancer
24199704,Esophageal Cancer
24199705,Esophageal Cancer
24199712,Bladder Cancer
24199791,Lung Cancer
24200220,Lung Cancer
24200970,Ovarian Cancer
24200970,Fallopian Tube Cancer
24202392,Colorectal Cancer
24202392,Head and Neck Cancer
24202392,Lung Cancer
24202392,Pancreatic Cancer
24202393,Melanoma
24202651,Lung Cancer
24204199,Prostate Cancer
24204199,Sarcoma
24204199,Breast Cancer
24204199,Ewing Sarcoma
24204199,Leukemia
24204199,Acute Lymphoblastic Leukemia (ALL)
24204673,Multiple Myeloma
24204697,Lung Cancer
24204904,Rhabdoid Tumor
24204904,Brain Tumor
24204904,Kidney Cancer
24204956,Brain Tumor
24205039,Ovarian Cancer
24206094,Leukemia
24206094,Acute Myeloid Leukemia (AML)
24206094,Lymphoma
24209764,Liver Cancer
24210073,Colorectal Cancer
24210818,Breast Cancer
24210829,Penile Cancer
24211054,Cardiac Tumors
24211054,Kidney Cancer
24211054,Pancreatic Cancer
24211163,Prostate Cancer
24211163,Bone Cancer
24211252,Bone Cancer
24211252,Gastrointestinal Tumor
24211252,Leukemia
24211319,Bone Cancer
24211319,Multiple Myeloma
24211400,Ovarian Cancer
24211678,Brain Tumor
24212720,Gallbladder Cancer
24214827,Liver Cancer
24215212,Endometrial Cancer
24217091,Lung Cancer
24217577,Breast Cancer
24217577,Liver Cancer
24218360,Melanoma
24218601,Ovarian Cancer
24219029,Liver Cancer
24219178,Colorectal Cancer
24219178,Liver Cancer
24219359,Lymphoma
24219982,Vaginal Cancer
24219982,Endometrial Cancer
24220554,Colorectal Cancer
24220935,Kidney Cancer
24221746,Breast Cancer
24222079,Head and Neck Cancer
24222211,Endometrial Cancer
24222333,Leukemia
24222333,Acute Lymphoblastic Leukemia (ALL)
24223100,Leukemia
24223100,Acute Myeloid Leukemia (AML)
24223206,Bone Cancer
24223792,Esophageal Cancer
24223926,Breast Cancer
24224593,Breast Cancer
24224900,Prostate Cancer
24225775,Gastric Cancer
24225967,Leukemia
24225967,Chronic Myelogenous Leukemia (CML)
24225968,Breast Cancer
24225968,Ovarian Cancer
24225968,Colorectal Cancer
24225970,Prostate Cancer
24231241,Pancreatic Cancer
24231253,Bladder Cancer
24231453,Colorectal Cancer
24231453,Liver Cancer
24231453,Lung Cancer
24231454,Colorectal Cancer
24231454,Leukemia
24232046,Esophageal Cancer
24235130,Leukemia
24235130,Acute Myeloid Leukemia (AML)
24236104,Ovarian Cancer
24236538,Multiple Myeloma
24236543,Bladder Cancer
24236631,Breast Cancer
24236799,Prostate Cancer
24236822,Leukemia
24238042,Thyroid Cancer
24238042,Head and Neck Cancer
24238047,Thyroid Cancer
24238569,Penile Cancer
24238837,Breast Cancer
24238837,Cardiac Tumors
24238837,Lung Cancer
24239210,Breast Cancer
24239210,Cardiac Tumors
24239220,Lymphoma
24239463,Penile Cancer
24239463,Cervical Cancer
24239464,Kidney Cancer
24239467,Bladder Cancer
24239472,Kidney Cancer
24239476,Bladder Cancer
24239753,Ovarian Cancer
24241210,Retinoblastoma
24241212,Cardiac Tumors
24241967,Pancreatic Cancer
24242184,Breast Cancer
24242675,Colorectal Cancer
24242675,Liver Cancer
24242675,Lung Cancer
24242677,Gastric Cancer
24242861,Kidney Cancer
24242874,Gastrointestinal Tumor
24242874,Liver Cancer
24246524,Ovarian Cancer
24246619,Bile Duct Cancer
24246694,Leukemia
24246694,Acute Myeloid Leukemia (AML)
24246787,Lung Cancer
24247168,Melanoma
24248375,Prostate Cancer
24248375,Lymphoma
24248530,Bladder Cancer
24248530,Colorectal Cancer
24248530,Liver Cancer
24248686,Multiple Myeloma
24248697,Liver Cancer
24248697,Lymphoma
24248812,Breast Cancer
24249419,Prostate Cancer
24249419,Head and Neck Cancer
24251854,Sarcoma
24251854,Skin Cancer
24251854,Colorectal Cancer
24251854,Head and Neck Cancer
24251854,Lung Cancer
24252402,Breast Cancer
24252402,Gastric Cancer
24253314,Breast Cancer
24255704,Lung Cancer
24255716,Lung Cancer
24256379,Cardiac Tumors
24256489,Gastric Cancer
24257566,Bladder Cancer
24257566,Endometrial Cancer
24257567,Cervical Cancer
24257568,Endometrial Cancer
24258498,Bone Cancer
24258571,Lung Cancer
24258575,Lung Cancer
24258618,Head and Neck Cancer
24258622,Kidney Cancer
24258622,Lung Cancer
24258622,Lymphoma
24258799,Breast Cancer
24258854,Melanoma
24258971,Melanoma
24258972,Melanoma
24258973,Melanoma
24258973,Skin Cancer
24258975,Melanoma
24259006,Melanoma
24259406,Lung Cancer
24259661,Melanoma
24259661,Brain Tumor
24261389,Kidney Cancer
24261394,Thyroid Cancer
24261650,Breast Cancer
24262104,Cardiac Tumors
24262104,Kidney Cancer
24262877,Cervical Cancer
24262877,Vulvar Cancer
24262877,Vaginal Cancer
24263403,Head and Neck Cancer
24264230,Lymphoma
24264568,Head and Neck Cancer
24264834,Leukemia
24264834,Liver Cancer
24264883,Kidney Cancer
24265154,Melanoma
24265187,Multiple Myeloma
24265793,Breast Cancer
24265793,Ovarian Cancer
24266694,Skin Cancer
24266694,Head and Neck Cancer
24267169,Rectal Cancer
24267730,Breast Cancer
24267969,Kidney Cancer
24267969,Pancreatic Cancer
24268788,Breast Cancer
24270360,Leukemia
24270998,Vaginal Cancer
24273036,Neuroblastoma
24273036,Kidney Cancer
24273125,Skin Cancer
24273125,Head and Neck Cancer
24273125,Liver Cancer
24273125,Lymphoma
24273125,Pancreatic Cancer
24273642,Brain Tumor
24274653,Breast Cancer
24275135,Breast Cancer
24275343,Liver Cancer
24275618,Thyroid Cancer
24275618,Bone Cancer
24276478,Breast Cancer
24276478,Colorectal Cancer
24277073,Leukemia
24277073,Acute Lymphoblastic Leukemia (ALL)
24277076,Bone Cancer
24277076,Gastrointestinal Tumor
24277076,Leukemia
24277076,Chronic Lymphocytic Leukemia (CLL)
24277454,Breast Cancer
24277454,Thyroid Cancer
24277454,Sarcoma
24278466,Breast Cancer
24282295,Prostate Cancer
24282984,Lymphoma
24283756,Liver Cancer
24283756,Lymphoma
24283845,Prostate Cancer
24284057,Prostate Cancer
24284057,Gastrointestinal Tumor
24284058,Bone Cancer
24284058,Leukemia
24284058,Acute Myeloid Leukemia (AML)
24285434,Sarcoma
24285434,Endometrial Cancer
24285434,Gastrointestinal Tumor
24285872,Kidney Cancer
24286261,Leukemia
24286261,Acute Myeloid Leukemia (AML)
24286263,Leukemia
24286263,Chronic Lymphocytic Leukemia (CLL)
24286263,Lymphoma
24286369,Breast Cancer
24287026,Lymphoma
24287065,Lymphoma
24287069,Lymphoma
24289589,Breast Cancer
24289610,Breast Cancer
24289610,Head and Neck Cancer
24289610,Lung Cancer
24289633,Gastric Cancer
24289969,Breast Cancer
24290378,Breast Cancer
24290880,Pancreatic Cancer
24291004,Leukemia
24291004,Acute Lymphoblastic Leukemia (ALL)
24291235,Sarcoma
24291281,Breast Cancer
24291281,Cardiac Tumors
24291547,Kidney Cancer
24292119,Penile Cancer
24292119,Sarcoma
24292119,Melanoma
24292706,Melanoma
24292963,Lung Cancer
24294704,Prostate Cancer
24294704,Breast Cancer
24294704,Colorectal Cancer
24294704,Lung Cancer
24295420,Lung Cancer
24295638,Sarcoma
24295643,Sarcoma
24295643,Neuroblastoma
24295643,Retinoblastoma
24295643,Melanoma
24295643,Brain Tumor
24295643,Osteosarcoma
24295643,Ewing Sarcoma
24295643,Lung Cancer
24296095,Breast Cancer
24296095,Skin Cancer
24296344,Ovarian Cancer
24296344,Liver Cancer
24296345,Endometrial Cancer
24296490,Bone Cancer
24296490,Leukemia
24296490,Acute Myeloid Leukemia (AML)
24296490,Lymphoma
24296828,Lung Cancer
24296856,Breast Cancer
24297320,Bone Cancer
24297342,Head and Neck Cancer
24297924,Bone Cancer
24297935,Ovarian Cancer
24297950,Kidney Cancer
24297951,Colorectal Cancer
24298054,Wilms Tumor
24298054,Sarcoma
24298066,Breast Cancer
24298071,Breast Cancer
24298071,Brain Tumor
24298897,Prostate Cancer
24300380,Melanoma
24300380,Skin Cancer
24300380,Head and Neck Cancer
24300380,Liver Cancer
24300380,Lung Cancer
24300566,Leukemia
24300566,Liver Cancer
24300726,Lung Cancer
24301555,Prostate Cancer
24302553,Gastric Cancer
24304996,Leukemia
24304996,Acute Lymphoblastic Leukemia (ALL)
24304996,Liver Cancer
24305702,Brain Tumor
24305706,Brain Tumor
24305708,Brain Tumor
24305878,Lung Cancer
24305980,Breast Cancer
24305980,Bone Cancer
24308545,Pancreatic Cancer
24308791,Kidney Cancer
24309327,Kidney Cancer
24309527,Leukemia
24309527,Acute Myeloid Leukemia (AML)
24309529,Leukemia
24309529,Acute Myeloid Leukemia (AML)
24309530,Leukemia
24309530,Acute Myeloid Leukemia (AML)
24309530,Myeloproliferative Neoplasms
24309979,Kidney Cancer
24310147,Carcinoid Tumor
24310147,Pancreatic Cancer
24311149,Leukemia
24311149,Acute Lymphoblastic Leukemia (ALL)
24311149,Acute Myeloid Leukemia (AML)
24311149,Chronic Lymphocytic Leukemia (CLL)
24311149,Lymphoma
24311149,Multiple Myeloma
24311638,Thyroid Cancer
24311638,Pituitary Tumor
24311716,Leukemia
24311716,Acute Myeloid Leukemia (AML)
24311722,Leukemia
24311722,Chronic Lymphocytic Leukemia (CLL)
24311723,Leukemia
24312360,Brain Tumor
24312594,Ovarian Cancer
24312594,Gastrointestinal Tumor
24314019,Bone Cancer
24314019,Multiple Myeloma
24314216,Esophageal Cancer
24314340,Breast Cancer
24314340,Prostate Cancer
24314340,Lung Cancer
24314636,Lymphoma
24315100,Prostate Cancer
24315301,Prostate Cancer
24315301,Bladder Cancer
24315301,Head and Neck Cancer
24315549,Colorectal Cancer
24315549,Liver Cancer
24315563,Rectal Cancer
24315563,Anal Cancer
24315843,Bone Cancer
24315843,Lymphoma
24315886,Liver Cancer
24316310,Endometrial Cancer
24316981,Brain Tumor
24317174,Colorectal Cancer
24317177,Breast Cancer
24317179,Breast Cancer
24317969,Breast Cancer
24317971,Cardiac Tumors
24318804,Gastric Cancer
24319018,Breast Cancer
24319018,Ovarian Cancer
24319102,Lymphoma
24319174,Leukemia
24319174,Acute Lymphoblastic Leukemia (ALL)
24319209,Leukemia
24319209,Acute Myeloid Leukemia (AML)
24319209,Lymphoma
24319210,Lymphoma
24319224,Multiple Myeloma
24319230,Leukemia
24319232,Lymphoma
24319233,Lymphoma
24320142,Brain Tumor
24320558,Skin Cancer
24320558,Melanoma
24320558,Leukemia
24320558,Chronic Lymphocytic Leukemia (CLL)
24320558,Lymphoma
24321259,Prostate Cancer
24321259,Bone Cancer
24321259,Urethral Cancer
24321745,Leukemia
24321745,Chronic Lymphocytic Leukemia (CLL)
24321784,Prostate Cancer
24321784,Bone Cancer
24322981,Colorectal Cancer
24323026,Breast Cancer
24323026,Lung Cancer
24323027,Breast Cancer
24323027,Lymphoma
24323028,Lung Cancer
24323034,Prostate Cancer
24323035,Prostate Cancer
24323626,Rectal Cancer
24323938,Breast Cancer
24323938,Ovarian Cancer
24325202,Bladder Cancer
24325915,Breast Cancer
24326607,Head and Neck Cancer
24326683,Gastrointestinal Tumor
24326683,Leukemia
24326683,Acute Myeloid Leukemia (AML)
24327132,Breast Cancer
24327271,Colorectal Cancer
24327273,Lung Cancer
24327519,Liver Cancer
24327519,Lung Cancer
24327584,Brain Tumor
24328870,Brain Tumor
24331658,Head and Neck Cancer
24332040,Sarcoma
24332045,Brain Tumor
24332045,Skin Cancer
24332045,Ovarian Cancer
24332045,Multiple Myeloma
24332121,Bladder Cancer
24332241,Leukemia
24332241,Chronic Lymphocytic Leukemia (CLL)
24332241,Lymphoma
24332369,Breast Cancer
24332369,Lung Cancer
24332512,Leukemia
24332512,Lymphoma
24332646,Penile Cancer
24332649,Prostate Cancer
24333361,Cervical Cancer
24334461,Liver Cancer
24334761,Lung Cancer
24335103,Skin Cancer
24335103,Lymphoma
24335103,Mycosis Fungoides
24335106,Leukemia
24335661,Cervical Cancer
24335682,Prostate Cancer
24335682,Bone Cancer
24335686,Leukemia
24335686,Acute Myeloid Leukemia (AML)
24335887,Breast Cancer
24337542,Breast Cancer
24337596,Breast Cancer
24337612,Pancreatic Cancer
24337765,Prostate Cancer
24337986,Liver Cancer
24338265,Breast Cancer
24338666,Colorectal Cancer
24338666,Kidney Cancer
24338986,Prostate Cancer
24339028,Liver Cancer
24339028,Lung Cancer
24339711,Prostate Cancer
24339954,Colorectal Cancer
24339954,Liver Cancer
24341323,Gastric Cancer
24341462,Thyroid Cancer
24342128,Prostate Cancer
24342394,Multiple Myeloma
24342730,Breast Cancer
24343228,Melanoma
24343987,Bone Cancer
24343987,Prostate Cancer
24343987,Breast Cancer
24344210,Lymphoma
24344220,Lymphoma
24345007,Gastric Cancer
24345007,Liver Cancer
24345007,Pancreatic Cancer
24345009,Prostate Cancer
24345751,Leukemia
24345755,Bone Cancer
24345755,Gastrointestinal Tumor
24345755,Multiple Myeloma
24345772,Osteosarcoma
24345843,Colorectal Cancer
24345843,Esophageal Cancer
24345843,Gastric Cancer
24345920,Melanoma
24345920,Skin Cancer
24346090,Lung Cancer
24346090,Lymphoma
24346101,Lung Cancer
24346102,Lung Cancer
24346116,Leukemia
24346116,Acute Myeloid Leukemia (AML)
24346116,Chronic Lymphocytic Leukemia (CLL)
24346116,Lymphoma
24346128,Breast Cancer
24346128,Lung Cancer
24346688,Breast Cancer
24346688,Bone Cancer
24347111,Appendix Cancer
24347111,Colorectal Cancer
24347111,Gastric Cancer
24347111,Pancreatic Cancer
24347230,Breast Cancer
24347383,Breast Cancer
24347462,Neuroblastoma
24347475,Liver Cancer
24347532,Head and Neck Cancer
24349229,Lung Cancer
24349298,Melanoma
24349411,Rectal Cancer
24349422,Breast Cancer
24349422,Ovarian Cancer
24349422,Leukemia
24349422,Acute Myeloid Leukemia (AML)
24350987,Multiple Myeloma
24351782,Pancreatic Cancer
24352115,Melanoma
24352574,Breast Cancer
24352642,Prostate Cancer
24352795,Lymphoma
24352973,Head and Neck Cancer
24353130,Breast Cancer
24353130,Ovarian Cancer
24353160,Lung Cancer
24353313,Bladder Cancer
24353313,Lymphoma
24353313,Pancreatic Cancer
24354521,Leukemia
24354521,Acute Lymphoblastic Leukemia (ALL)
24354797,Melanoma
24354963,Gallbladder Cancer
24355079,Bone Cancer
24355079,Leukemia
24356097,Leukemia
24356097,Chronic Lymphocytic Leukemia (CLL)
24356343,Sarcoma
24356343,Cervical Cancer
24356343,Gastric Cancer
24356343,Lung Cancer
24356815,Breast Cancer
24356815,Skin Cancer
24357730,Leukemia
24357730,Chronic Myelogenous Leukemia (CML)
24357736,Lung Cancer
24357739,Lung Cancer
24357742,Lung Cancer
24357743,Esophageal Cancer
24357744,Lung Cancer
24358483,Kidney Cancer
24359008,Brain Tumor
24359243,Lymphoma
24360619,Breast Cancer
24360887,Colorectal Cancer
24360887,Liver Cancer
24361249,Lung Cancer
24361579,Endometrial Cancer
24361733,Ovarian Cancer
24361733,Bone Cancer
24361733,Fallopian Tube Cancer
24361733,Liver Cancer
24362026,Pancreatic Cancer
24362051,Colorectal Cancer
24362465,Leukemia
24362465,Multiple Myeloma
24362716,Endometrial Cancer
24362951,Breast Cancer
24363397,Bone Cancer
24363397,Leukemia
24363397,Acute Myeloid Leukemia (AML)
24363397,Lymphoma
24366347,Kidney Cancer
24366692,Lung Cancer
24366912,Brain Tumor
24366936,Leukemia
24366937,Ovarian Cancer
24366937,Fallopian Tube Cancer
24367394,Prostate Cancer
24367670,Leukemia
24367670,Acute Myeloid Leukemia (AML)
24367851,Rectal Cancer
24367856,Endometrial Cancer
24368190,Osteosarcoma
24368190,Bone Cancer
24368283,Prostate Cancer
24369020,Melanoma
24369366,Brain Tumor
24370204,Lung Cancer
24370903,Gastric Cancer
24370903,Liver Cancer
24371154,Colorectal Cancer
24371154,Endometrial Cancer
24371308,Lymphoma
24371449,Lymphoma
24372873,Breast Cancer
24373782,Melanoma
24373782,Head and Neck Cancer
24373972,Brain Tumor
24374419,Breast Cancer
24374419,Colorectal Cancer
24374509,Pancreatic Cancer
24374823,Sarcoma
24374975,Melanoma
24375125,Lymphoma
24375332,Breast Cancer
24375440,Prostate Cancer
24375514,Bone Cancer
24375514,Leukemia
24375514,Acute Myeloid Leukemia (AML)
24375894,Brain Tumor
24376763,Bone Cancer
24376763,Gastrointestinal Tumor
24377099,Melanoma
24377542,Esophageal Cancer
24377595,Liver Cancer
24377625,Prostate Cancer
24377743,Lung Cancer
24378410,Leukemia
24378410,Acute Myeloid Leukemia (AML)
24378417,Sarcoma
24378705,Leukemia
24378705,Myeloproliferative Neoplasms
24379240,Ovarian Cancer
24379240,Leukemia
24379587,Carcinoid Tumor
24379587,Gastric Cancer
24379587,Liver Cancer
24381225,Leukemia
24381225,Acute Myeloid Leukemia (AML)
24381225,Myeloproliferative Neoplasms
24381226,Leukemia
24381226,Chronic Lymphocytic Leukemia (CLL)
24381245,Breast Cancer
24382697,Rectal Cancer
24382697,Pancreatic Cancer
24382707,Lymphoma
24382716,Leukemia
24382716,Acute Lymphoblastic Leukemia (ALL)
24382782,Leukemia
24382782,Acute Myeloid Leukemia (AML)
24382787,Pancreatic Cancer
24383436,Prostate Cancer
24383436,Bone Cancer
24383458,Leukemia
24383458,Lymphoma
24383458,Multiple Myeloma
24383458,Myeloproliferative Neoplasms
24384157,Bone Cancer
24384157,Kidney Cancer
24384360,Lymphoma
24384374,Kidney Cancer
24384493,Lung Cancer
24385156,Cervical Cancer
24385156,Esophageal Cancer
24385207,Breast Cancer
24385210,Thyroid Cancer
24385210,Cervical Cancer
24385210,Head and Neck Cancer
24385213,Colorectal Cancer
24385541,Lymphoma
24386943,Lymphoma
24386952,Skin Cancer
24386952,Lung Cancer
24387233,Kidney Cancer
24387500,Brain Tumor
24387824,Liver Cancer
24388167,Breast Cancer
24388167,Lung Cancer
24388167,Multiple Myeloma
24388362,Sarcoma
24388362,Ewing Sarcoma
24388362,Gastrointestinal Tumor
24388440,Bladder Cancer
24388774,Gastrointestinal Tumor
24388803,Bone Cancer
24389137,Prostate Cancer
24389137,Breast Cancer
24389139,Leukemia
24389139,Acute Lymphoblastic Leukemia (ALL)
24389139,Lymphoma
24389429,Lung Cancer
24389430,Lung Cancer
24389438,Esophageal Cancer
24389440,Brain Tumor
24389440,Lung Cancer
24389440,Lymphoma
24390270,Endometrial Cancer
24390348,Cervical Cancer
24390423,Bone Cancer
24390423,Gastrointestinal Tumor
24390424,Melanoma
24390424,Breast Cancer
24390424,Colorectal Cancer
24390424,Head and Neck Cancer
24390424,Lung Cancer
24390614,Liver Cancer
24390779,Pancreatic Cancer
24391105,Breast Cancer
24392968,Multiple Myeloma
24393412,Rectal Cancer
24393412,Colorectal Cancer
24393751,Prostate Cancer
24393751,Penile Cancer
24393751,Kidney Cancer
24393751,Testicular Cancer
24393848,Bladder Cancer
24394663,Leukemia
24394663,Acute Lymphoblastic Leukemia (ALL)
24394667,Leukemia
24394667,Chronic Lymphocytic Leukemia (CLL)
24395109,Breast Cancer
24395633,Lymphoma
24396833,Melanoma
24396833,Testicular Cancer
24396884,Lung Cancer
24397615,Lymphoma
24397773,Lung Cancer
24397994,Kidney Cancer
24397994,Lung Cancer
24398046,Ovarian Cancer
24398046,Fallopian Tube Cancer
24398047,Breast Cancer
24399417,Bone Cancer
24399853,Prostate Cancer
24399877,Lung Cancer
24400111,Colorectal Cancer
24401365,Liver Cancer
24401365,Pancreatic Cancer
24401634,Liver Cancer
24401669,Anal Cancer
24401669,Skin Cancer
24401670,Head and Neck Cancer
24401833,Pancreatic Cancer
24402173,Kidney Cancer
24402232,Pancreatic Cancer
24402411,Breast Cancer
24402422,Breast Cancer
24402721,Retinoblastoma
24402721,Osteosarcoma
24402721,Bone Cancer
24402945,Melanoma
24402967,Prostate Cancer
24403263,Melanoma
24403263,Brain Tumor
24403270,Breast Cancer
24403478,Cardiac Tumors
24403478,Gastric Cancer
24404126,Head and Neck Cancer
24404205,Colorectal Cancer
24405087,Bone Cancer
24405328,Bone Cancer
24405945,Melanoma
24406291,Ovarian Cancer
24406291,Cervical Cancer
24406291,Endometrial Cancer
24406862,Lymphoma
24407165,Melanoma
24407177,Cervical Cancer
24407557,Bone Cancer
24407957,Leukemia
24407957,Acute Myeloid Leukemia (AML)
24408202,Leukemia
24408202,Hairy Cell Leukemia
24411190,Kidney Cancer
24411213,Prostate Cancer
24411213,Bone Cancer
24411603,Lung Cancer
24411605,Prostate Cancer
24411621,Cervical Cancer
24411628,Bladder Cancer
24411789,Bladder Cancer
24411921,Leukemia
24411921,Acute Myeloid Leukemia (AML)
24412296,Breast Cancer
24413733,Brain Tumor
24413733,Pituitary Tumor
24413735,Leukemia
24413735,Acute Lymphoblastic Leukemia (ALL)
24415539,Leukemia
24415539,Chronic Lymphocytic Leukemia (CLL)
24416156,Breast Cancer
24416729,Melanoma
24416729,Head and Neck Cancer
24418153,Pancreatic Cancer
24418850,Liver Cancer
24418928,Cervical Cancer
24418928,Lung Cancer
24419113,Bone Cancer
24419113,Kidney Cancer
24419113,Multiple Myeloma
24419114,Neuroblastoma
24419115,Rectal Cancer
24419123,Colorectal Cancer
24419231,Head and Neck Cancer
24419231,Pancreatic Cancer
24419419,Lung Cancer
24419420,Lung Cancer
24421328,Leukemia
24421328,Chronic Lymphocytic Leukemia (CLL)
24421328,Lymphoma
24421329,Multiple Myeloma
24422672,Sarcoma
24423611,Multiple Myeloma
24423613,Leukemia
24423613,Myeloproliferative Neoplasms
24424460,Lung Cancer
24425048,Brain Tumor
24425228,Prostate Cancer
24425689,Leukemia
24425689,Lymphoma
24425802,Bone Cancer
24425802,Multiple Myeloma
24428673,Kidney Cancer
24428673,Leukemia
24428673,Lymphoma
24428673,Burkitt Lymphoma
24429336,Multiple Myeloma
24429522,Myeloproliferative Neoplasms
24429703,Multiple Myeloma
24429876,Melanoma
24429876,Lung Cancer
24429877,Head and Neck Cancer
24429877,Lung Cancer
24430974,Skin Cancer
24430974,Breast Cancer
24430974,Melanoma
24431228,Leukemia
24431228,Chronic Lymphocytic Leukemia (CLL)
24433038,Bone Cancer
24433105,Multiple Myeloma
24433812,Prostate Cancer
24434057,Endometrial Cancer
24434078,Melanoma
24434078,Vaginal Cancer
24434078,Anal Cancer
24434078,Liver Cancer
24434078,Lung Cancer
24434203,Breast Cancer
24434781,Lymphoma
24435058,Prostate Cancer
24435060,Prostate Cancer
24435060,Colorectal Cancer
24435449,Leukemia
24435449,Acute Lymphoblastic Leukemia (ALL)
24435449,Lymphoma
24435915,Pancreatic Cancer
24436152,Leukemia
24436152,Acute Lymphoblastic Leukemia (ALL)
24436152,Lymphoma
24436474,Cardiac Tumors
24436474,Lung Cancer
24439565,Leukemia
24439565,Acute Myeloid Leukemia (AML)
24439565,Myeloproliferative Neoplasms
24439604,Cervical Cancer
24439604,Neuroblastoma
24439604,Sarcoma
24439942,Breast Cancer
24439942,Cervical Cancer
24440047,Breast Cancer
24440047,Skin Cancer
24440047,Cardiac Tumors
24440047,Head and Neck Cancer
24440047,Lung Cancer
24440048,Lung Cancer
24440659,Skin Cancer
24440659,Leukemia
24440659,Acute Lymphoblastic Leukemia (ALL)
24440832,Ovarian Cancer
24440832,Endometrial Cancer
24441198,Colorectal Cancer
24441240,Brain Tumor
24441240,Kidney Cancer
24441663,Endometrial Cancer
24441663,Kidney Cancer
24442598,Lung Cancer
24442687,Breast Cancer
24443277,Leukemia
24443277,Chronic Lymphocytic Leukemia (CLL)
24443277,Lymphoma
24443943,Prostate Cancer
24444464,Breast Cancer
24444464,Lung Cancer
24444476,Prostate Cancer
24445347,Prostate Cancer
24445498,Pancreatic Cancer
24445756,Breast Cancer
24445759,Melanoma
24445759,Brain Tumor
24446311,Leukemia
24446311,Acute Myeloid Leukemia (AML)
24446873,Leukemia
24446873,Acute Myeloid Leukemia (AML)
24447439,Urethral Cancer
24447439,Penile Cancer
24447728,Leukemia
24447728,Acute Myeloid Leukemia (AML)
24447728,Myeloproliferative Neoplasms
24448245,Sarcoma
24448499,Ovarian Cancer
24448638,Cardiac Tumors
24448638,Lung Cancer
24448998,Pancreatic Cancer
24449231,Prostate Cancer
24449231,Leukemia
24450662,Endometrial Cancer
24450662,Kidney Cancer
24450662,Liver Cancer
24450662,Lung Cancer
24450858,Lymphoma
24451109,Breast Cancer
24451908,Brain Tumor
24451908,Leukemia
24451908,Acute Lymphoblastic Leukemia (ALL)
24451947,Gastric Cancer
24452318,Liver Cancer
24452995,Colorectal Cancer
24453002,Brain Tumor
24453058,Gastric Cancer
24453066,Prostate Cancer
24453265,Lung Cancer
24453292,Pancreatic Cancer
24453294,Breast Cancer
24453992,Sarcoma
24456586,Lymphoma
24456786,Bladder Cancer
24456786,Kidney Cancer
24456823,Endometrial Cancer
24457057,Melanoma
24457244,Testicular Cancer
24457572,Ovarian Cancer
24457572,Fallopian Tube Cancer
24458845,Breast Cancer
24458845,Ovarian Cancer
